category,sub_id,sub_name,title,artist,videoId,url,license,source,length_sec,focus,origin
B 탐험,B3_castle,성/왕궁,Spring Fantasy Music - The Rose Court 🌹,Derek & Brandon Fiechter,byD5GWCJVFA,https://www.youtube.com/watch?v=byD5GWCJVFA,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,253,4,channel
B 탐험,B3_castle,성/왕궁,"King Arthur Music ""Fighting The Avanc"" Royalty Free",Darren Curtis,5F2QDwqDLWU,https://www.youtube.com/watch?v=5F2QDwqDLWU,Free with attribution,https://www.darrencurtismusic.com/,144,3,channel
B 탐험,B3_castle,성/왕궁,After the Empire (Soundtrack) - Edge of Night,Tim Beek,PpedbjP6Nd4,https://www.youtube.com/watch?v=PpedbjP6Nd4,Free with attribution (timbeek.com),https://timbeek.com/,227,4,channel
B 탐험,B3_castle,성/왕궁,Pocket Playground OST - Zone King,Ben Burnes (Abstraction),DMH3q_nXK6Y,https://www.youtube.com/watch?v=DMH3q_nXK6Y,Free with attribution,https://abstractionmusic.com/,128,3,channel
B 탐험,B3_castle,성/왕궁,Kingdom of Buffoons,Eric Matyas (Soundimage.org),7NCxumcFbLY,https://www.youtube.com/watch?v=7NCxumcFbLY,Free with attribution,https://soundimage.org/,117,3,channel
B 탐험,B3_castle,성/왕궁,CRASH QUEEN (feat. M Gewehr) - EXTREME MEATPUNKS FORE : POWERED BY BLOOD OST,Visager,8h-dRUf74EI,https://www.youtube.com/watch?v=8h-dRUf74EI,CC BY 4.0,https://visager.bandcamp.com/,195,2,channel
B 탐험,B3_castle,성/왕궁,PANICPUMPKIN No.042 りゅうのすむおしろ,PANICPUMPKIN (みそか),99GlqxgueBI,https://www.youtube.com/watch?v=99GlqxgueBI,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,120,3,channel
B 탐험,B3_castle,성/왕궁,Queen Nereid / 巡音ルカ Remastered,PeriTune,Sa3_hGVEOK8,https://www.youtube.com/watch?v=Sa3_hGVEOK8,CC BY 4.0,https://peritune.com/,280,4,channel
B 탐험,B3_castle,성/왕궁,Hall of the Mountain King,Alexander Nakarada,qu6IeJabEro,https://www.youtube.com/watch?v=qu6IeJabEro,CC BY 4.0,https://www.creatorchords.com/,154,3,channel
B 탐험,B3_castle,성/왕궁,Alexandr Zhelanov - Royal Troops (FreeCol OST),Alexandr Zhelanov,yBJr_0GXLsk,https://www.youtube.com/watch?v=yBJr_0GXLsk,CC BY 3.0/4.0,https://soundcloud.com/alexandr-zhelanov,140,3,channel
B 탐험,B3_castle,성/왕궁,Orchestral Music - - In Honour of the King,Vindsvept,Ck3BkAMmsUM,https://www.youtube.com/watch?v=Ck3BkAMmsUM,Free with attribution (non-commercial),https://vindsvept.bandcamp.com/,225,4,channel
B 탐험,B3_castle,성/왕궁,Spooky Halloween Music - Halloween Castle,Derek & Brandon Fiechter,3dlgxP26jhI,https://www.youtube.com/watch?v=3dlgxP26jhI,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,248,4,channel
B 탐험,B4_dungeon,던전/동굴,Single Lane Tunnel,Nihilore,gvnfarXh8Lk,https://www.youtube.com/watch?v=gvnfarXh8Lk,CC BY 4.0,https://www.nihilore.com/,424,4,channel
B 탐험,B4_dungeon,던전/동굴,Mysterious Dungeon BGM 'Time and Pray',PeriTune,EY-sFXS8QCM,https://www.youtube.com/watch?v=EY-sFXS8QCM,CC BY 4.0,https://peritune.com/,404,4,channel
B 탐험,B4_dungeon,던전/동굴,ループ -塔・洞窟・不思議 by hitoshi /,Senses Circuit,adpjOUCLINg,https://www.youtube.com/watch?v=adpjOUCLINg,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,371,4,channel
B 탐험,B4_dungeon,던전/동굴,Top Down Dungeon Crawler - Synthwave,TeknoAXE,c_SYbkqWtYA,https://www.youtube.com/watch?v=c_SYbkqWtYA,CC BY 4.0,https://teknoaxe.com/,328,4,channel
B 탐험,B4_dungeon,던전/동굴,"Catacombs - 2HTC, Season 17",Ben Burnes (Abstraction),6Us7dh9XyrI,https://www.youtube.com/watch?v=6Us7dh9XyrI,Free with attribution,https://abstractionmusic.com/,302,4,channel
B 탐험,B4_dungeon,던전/동굴,Alexandr Zhelanov - MA Project Dungeon (FREE TO USE),Alexandr Zhelanov,YldirLiVmF8,https://www.youtube.com/watch?v=YldirLiVmF8,CC BY 3.0/4.0,https://soundcloud.com/alexandr-zhelanov,274,4,channel
B 탐험,B4_dungeon,던전/동굴,Maze,Ross Bugden,CP43N8eH5DM,https://www.youtube.com/watch?v=CP43N8eH5DM,Free with attribution,https://www.youtube.com/@RossBugden,249,4,channel
B 탐험,B4_dungeon,던전/동굴,玻璃の洞窟,DOVA-SYNDROME (official),DTZiPO72cg8,https://www.youtube.com/watch?v=DTZiPO72cg8,Free (DOVA-SYNDROME license),https://dova-s.jp/,233,4,channel
B 탐험,B4_dungeon,던전/동굴,Spooky Music - Phantom Cave,Derek & Brandon Fiechter,V3fh1jeM9e8,https://www.youtube.com/watch?v=V3fh1jeM9e8,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,231,4,channel
B 탐험,B4_dungeon,던전/동굴,PANICPUMPKIN No.242 さいかそうのとびらへ,PANICPUMPKIN (みそか),a1nUyaWOusg,https://www.youtube.com/watch?v=a1nUyaWOusg,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,230,4,channel
B 탐험,B4_dungeon,던전/동굴,RPG Dungeon Ambient Music Theme,Darren Curtis,jRRYLv4Q480,https://www.youtube.com/watch?v=jRRYLv4Q480,Free with attribution,https://www.darrencurtismusic.com/,225,4,channel
B 탐험,B4_dungeon,던전/동굴,Cavedweller Hollow Island OST Dungeon theme,Vindsvept,GLhQjVYYs5Y,https://www.youtube.com/watch?v=GLhQjVYYs5Y,Free with attribution (non-commercial),https://vindsvept.bandcamp.com/,210,4,channel
B 탐험,B4_dungeon,던전/동굴,Sergey Cheremisinov - Forgotten Stars - Labyrinth ( music),Sergey Cheremisinov,DUrYVuq9d7w,https://www.youtube.com/watch?v=DUrYVuq9d7w,CC BY 4.0,https://www.cheremisinov.com/,193,4,channel
B 탐험,B4_dungeon,던전/동굴,洞窟物語 つきのうた アレンジ | Cave Story / Moon Song Arrange,MusMus,_rKyJl1fWtk,https://www.youtube.com/watch?v=_rKyJl1fWtk,Free with attribution (musmus.main.jp),https://musmus.main.jp/,165,3,channel
B 탐험,B4_dungeon,던전/동굴,Bullfrog Dungeon (Free Chiptune ),Trevor Lentz,7c970DVTewE,https://www.youtube.com/watch?v=7c970DVTewE,CC BY 3.0,https://opengameart.org/users/trevor-lentz,141,3,channel
B 탐험,B4_dungeon,던전/동굴,Music from 'Lush Caves' - Animation Vs. Minecraft Ep. 24,Scott Buckley,dDfWXl0Ks8Y,https://www.youtube.com/watch?v=dDfWXl0Ks8Y,CC BY 4.0,https://www.scottbuckley.com.au/,136,3,channel
B 탐험,B4_dungeon,던전/동굴,Frostroot Dungeon,Visager,3WA0ueemJMI,https://www.youtube.com/watch?v=3WA0ueemJMI,CC BY 4.0,https://visager.bandcamp.com/,125,3,channel
B 탐험,B4_dungeon,던전/동굴,Underground Stream,Eric Matyas (Soundimage.org),fg3963eEy24,https://www.youtube.com/watch?v=fg3963eEy24,Free with attribution,https://soundimage.org/,120,3,channel
B 탐험,B4_dungeon,던전/동굴,Tim Beek - Underground Laboratory,Tim Beek,jTXp6Rw-hSA,https://www.youtube.com/watch?v=jTXp6Rw-hSA,Free with attribution (timbeek.com),https://timbeek.com/,104,3,channel
B 탐험,B4_dungeon,던전/동굴,8bit Dungeon Boss,Kevin MacLeod,BLoHAZr4_mQ,https://www.youtube.com/watch?v=BLoHAZr4_mQ,CC BY 4.0,https://incompetech.com/,172,1,incompetech
B 탐험,B4_dungeon,던전/동굴,M3-2015春 Light and Oracle Crystal Cave,PeriTune,Ns0XF77Jzek,https://www.youtube.com/watch?v=Ns0XF77Jzek,CC BY 4.0,https://peritune.com/,316,4,channel
B 탐험,B4_dungeon,던전/동굴,ループ -地下 洞窟 鉱山BGM by hitoshi /,Senses Circuit,UOVsu_lGqf0,https://www.youtube.com/watch?v=UOVsu_lGqf0,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,320,4,channel
B 탐험,B4_dungeon,던전/동굴,Cave Dweller - Soundscape/Downtempo,TeknoAXE,J34uAAlP46M,https://www.youtube.com/watch?v=J34uAAlP46M,CC BY 4.0,https://teknoaxe.com/,295,4,channel
B 탐험,B4_dungeon,던전/동굴,"Mineshaft Fairies - 2HTC, Season 24",Ben Burnes (Abstraction),eNFoFUlD4pQ,https://www.youtube.com/watch?v=eNFoFUlD4pQ,Free with attribution,https://abstractionmusic.com/,271,4,channel
B 탐험,B4_dungeon,던전/동굴,地下室の案内人,DOVA-SYNDROME (official),IYny9DfRpPE,https://www.youtube.com/watch?v=IYny9DfRpPE,Free (DOVA-SYNDROME license),https://dova-s.jp/,222,4,channel
B 탐험,B4_dungeon,던전/동굴,Dark Music - Spooky Pumpkin Cave,Derek & Brandon Fiechter,AZ97go0Uhqg,https://www.youtube.com/watch?v=AZ97go0Uhqg,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,226,4,channel
B 탐험,B4_dungeon,던전/동굴,PANICPUMPKIN No.243 てまねくまぼろし,PANICPUMPKIN (みそか),t9DOl4OIK2c,https://www.youtube.com/watch?v=t9DOl4OIK2c,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,210,4,channel
B 탐험,B4_dungeon,던전/동굴,"Free Scary Dark Music Royalty Free ""Mystic Dungeon""",Darren Curtis,e1VLnLWr5f8,https://www.youtube.com/watch?v=e1VLnLWr5f8,Free with attribution,https://www.darrencurtismusic.com/,147,3,channel
B 탐험,B4_dungeon,던전/동굴,Emotional Music - & Merrigan - Into the Depths,Vindsvept,7SgWy8lLeWE,https://www.youtube.com/watch?v=7SgWy8lLeWE,Free with attribution (non-commercial),https://vindsvept.bandcamp.com/,206,4,channel
B 탐험,B4_dungeon,던전/동굴,洞窟,MusMus,VVSHQUDwLjI,https://www.youtube.com/watch?v=VVSHQUDwLjI,Free with attribution (musmus.main.jp),https://musmus.main.jp/,56,1,channel
B 탐험,B4_dungeon,던전/동굴,Fairy Cave,Visager,0OwPnfWUQB4,https://www.youtube.com/watch?v=0OwPnfWUQB4,CC BY 4.0,https://visager.bandcamp.com/,45,1,channel
B 탐험,B4_dungeon,던전/동굴,Secret Catacombs,Eric Matyas (Soundimage.org),v4fq3ZxqIUE,https://www.youtube.com/watch?v=v4fq3ZxqIUE,Free with attribution,https://soundimage.org/,108,3,channel
B 탐험,B4_dungeon,던전/동굴,Mineral Cave | Music for Games | by Tim Beek,Tim Beek,Dj7-G90dGfA,https://www.youtube.com/watch?v=Dj7-G90dGfA,Free with attribution (timbeek.com),https://timbeek.com/,46,1,channel
B 탐험,B4_dungeon,던전/동굴,Video Dungeon Boss,Kevin MacLeod,UMx-zLN0f7U,https://www.youtube.com/watch?v=UMx-zLN0f7U,CC BY 4.0,https://incompetech.com/,134,1,incompetech
B 탐험,B4_dungeon,던전/동굴,"16-bit SNES-style JRPG Dungeon Music ""RetroRPG_Field""",PeriTune,z2gt2bn1dss,https://www.youtube.com/watch?v=z2gt2bn1dss,CC BY 4.0,https://peritune.com/,297,4,channel
B 탐험,B4_dungeon,던전/동굴,ループ -ダンジョン インタラクティブBGM by hitoshi /,Senses Circuit,HS497kOVajU,https://www.youtube.com/watch?v=HS497kOVajU,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,275,4,channel
B 탐험,B4_dungeon,던전/동굴,Underground - Suspense/Background,TeknoAXE,ybf2RR2Dyno,https://www.youtube.com/watch?v=ybf2RR2Dyno,CC BY 4.0,https://teknoaxe.com/,289,4,channel
B 탐험,B4_dungeon,던전/동굴,"Underwater Cave - 2HTC, Season 15",Ben Burnes (Abstraction),eHEHpcPdPjU,https://www.youtube.com/watch?v=eHEHpcPdPjU,Free with attribution,https://abstractionmusic.com/,257,4,channel
B 탐험,B4_dungeon,던전/동굴,地下室の案内人,DOVA-SYNDROME (official),ZAA7NVPGn7Y,https://www.youtube.com/watch?v=ZAA7NVPGn7Y,Free (DOVA-SYNDROME license),https://dova-s.jp/,128,3,channel
B 탐험,B4_dungeon,던전/동굴,Fantasy Music - Dragon's Cave,Derek & Brandon Fiechter,cObvw1y9-PY,https://www.youtube.com/watch?v=cObvw1y9-PY,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,224,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Ri Fire,Kevin MacLeod,RYPTiLdfRS8,https://www.youtube.com/watch?v=RYPTiLdfRS8,CC BY 4.0,https://incompetech.com/,400,5,incompetech
B 탐험,B5_temple,탑/신전/고대유적,Forgotten Magic - Fantasy/Piano Music,Vindsvept,nxUw_2UocBQ,https://www.youtube.com/watch?v=nxUw_2UocBQ,Free with attribution (non-commercial),https://vindsvept.bandcamp.com/,254,5,channel
B 탐험,B5_temple,탑/신전/고대유적,A New Spire - Downtempo/Chill,TeknoAXE,y5LnbMDbaq8,https://www.youtube.com/watch?v=y5LnbMDbaq8,CC BY 4.0,https://teknoaxe.com/,220,5,channel
B 탐험,B5_temple,탑/신전/고대유적,"""Ancient Jungle Ruins!"" Mysterious Calm Puzzle Game Music",HeatleyBros,-dOGJR4UuyY,https://www.youtube.com/watch?v=-dOGJR4UuyY,Free with attribution,https://www.heatleybros.com/,161,5,channel
B 탐험,B5_temple,탑/신전/고대유적,"Free Elven Music Royalty Free ""A Time Forgotten"" Peaceful Theme",Darren Curtis,3IWVtJ3loVQ,https://www.youtube.com/watch?v=3IWVtJ3loVQ,Free with attribution,https://www.darrencurtismusic.com/,141,5,channel
B 탐험,B5_temple,탑/신전/고대유적,Fantastic Tower/Temple Dungeon BGM 'Dungeon_Tower',PeriTune,C03wgPMeeUs,https://www.youtube.com/watch?v=C03wgPMeeUs,CC BY 4.0,https://peritune.com/,681,4,channel
B 탐험,B5_temple,탑/신전/고대유적,"The Maker's Eden, Act 3 - A Crumbling Tower",Ben Burnes (Abstraction),41Avgvf4qI0,https://www.youtube.com/watch?v=41Avgvf4qI0,Free with attribution,https://abstractionmusic.com/,641,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Building Nests in the Ruins,Nihilore,QhqU8lNQg4E,https://www.youtube.com/watch?v=QhqU8lNQg4E,CC BY 4.0,https://www.nihilore.com/,304,4,channel
B 탐험,B5_temple,탑/신전/고대유적,"'Sanctum' Uplifting, Emotional Orchestral",Scott Buckley,BGYhc2zZj6g,https://www.youtube.com/watch?v=BGYhc2zZj6g,CC BY 4.0,https://www.scottbuckley.com.au/,254,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Ancient Arabian Music - Palm Tree Oasis,Derek & Brandon Fiechter,u50gg0g2txw,https://www.youtube.com/watch?v=u50gg0g2txw,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,253,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Sergey Cheremisinov - Forgotten Stars - Forgotten Stars ( music),Sergey Cheremisinov,-JS4sBajR2k,https://www.youtube.com/watch?v=-JS4sBajR2k,CC BY 4.0,https://www.cheremisinov.com/,246,4,channel
B 탐험,B5_temple,탑/신전/고대유적,❰Future Garage❱ Electus - Temple of Light (Sappheiros Remix),Sappheiros,1Cqm06w8rQc,https://www.youtube.com/watch?v=1Cqm06w8rQc,CC BY 3.0,https://soundcloud.com/sappheirosmusic,228,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Alexandr Zhelanov - FL Tower of Great Lords (FREE TO USE),Alexandr Zhelanov,hfr1I3UdZiw,https://www.youtube.com/watch?v=hfr1I3UdZiw,CC BY 3.0/4.0,https://soundcloud.com/alexandr-zhelanov,227,4,channel
B 탐험,B5_temple,탑/신전/고대유적,PANICPUMPKIN No.125 ながれもののまち,PANICPUMPKIN (みそか),r36nmzqD3oA,https://www.youtube.com/watch?v=r36nmzqD3oA,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,226,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Flying O Ancient Lands,Eric Matyas (Soundimage.org),Gmy1ggY8L4Y,https://www.youtube.com/watch?v=Gmy1ggY8L4Y,Free with attribution,https://soundimage.org/,184,4,channel
B 탐험,B5_temple,탑/신전/고대유적,卒塔婆が揺れる,DOVA-SYNDROME (official),EUBnRgxdV2E,https://www.youtube.com/watch?v=EUBnRgxdV2E,Free (DOVA-SYNDROME license),https://dova-s.jp/,183,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Kai Engel - Forgotten Marches - Music,Kai Engel,YQH6OfgaNXo,https://www.youtube.com/watch?v=YQH6OfgaNXo,CC BY 4.0,https://www.kai-engel.com/,161,4,channel
B 탐험,B5_temple,탑/신전/고대유적,また遺跡探索サイバー26,魔王魂 (森田交一),vZ9RZF5hhjM,https://www.youtube.com/watch?v=vZ9RZF5hhjM,Free with attribution (maou.audio terms),https://maou.audio/,153,4,channel
B 탐험,B5_temple,탑/신전/고대유적,ループ -遺跡・寺院・砂漠BGM by hitoshi /,Senses Circuit,jAdJey7Egw0,https://www.youtube.com/watch?v=jAdJey7Egw0,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,140,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Ancient,Tim Beek,GeGFkt04eyY,https://www.youtube.com/watch?v=GeGFkt04eyY,Free with attribution (timbeek.com),https://timbeek.com/,128,4,channel
B 탐험,B5_temple,탑/신전/고대유적,300-A: Desecrated Temple - Aaron Krogh,Aaron Krogh,GJrlpzu8ZbY,https://www.youtube.com/watch?v=GJrlpzu8ZbY,Free with attribution,https://soundcloud.com/aaron-anderson-11,109,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Runestone Temple,Visager,_f584-yA__I,https://www.youtube.com/watch?v=_f584-yA__I,CC BY 4.0,https://visager.bandcamp.com/,100,4,channel
B 탐험,B5_temple,탑/신전/고대유적,塔,MusMus,jCDXidASg5E,https://www.youtube.com/watch?v=jCDXidASg5E,Free with attribution (musmus.main.jp),https://musmus.main.jp/,97,3,channel
B 탐험,B5_temple,탑/신전/고대유적,Hidden Past,Kevin MacLeod,wnmWG3NUgbQ,https://www.youtube.com/watch?v=wnmWG3NUgbQ,CC BY 4.0,https://incompetech.com/,192,4,incompetech
B 탐험,B5_temple,탑/신전/고대유적,Emotional Music - - The Forgotten Forest Music Video,Vindsvept,wUJgjeIzjV0,https://www.youtube.com/watch?v=wUJgjeIzjV0,Free with attribution (non-commercial),https://vindsvept.bandcamp.com/,224,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Return of the Spire - Synthwave,TeknoAXE,F6780Cks8bg,https://www.youtube.com/watch?v=F6780Cks8bg,CC BY 4.0,https://teknoaxe.com/,344,4,channel
B 탐험,B5_temple,탑/신전/고대유적,"Free Dark Atmospheric Sci-Fi Music ""Entering The Inner Sanctum""",Darren Curtis,l8m0icWKnGo,https://www.youtube.com/watch?v=l8m0icWKnGo,Free with attribution,https://www.darrencurtismusic.com/,139,5,channel
B 탐험,B5_temple,탑/신전/고대유적,"Steampunk Fortress Music ""Steam_Fortress""",PeriTune,odfg3GNRP0M,https://www.youtube.com/watch?v=odfg3GNRP0M,CC BY 4.0,https://peritune.com/,428,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Ayre OST - 02 - In a Long Forgotten World,Ben Burnes (Abstraction),WDjkeNXpo8Y,https://www.youtube.com/watch?v=WDjkeNXpo8Y,Free with attribution,https://abstractionmusic.com/,388,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Epic Baroque Music - Ancient Tower,Derek & Brandon Fiechter,8l77uLyPiIY,https://www.youtube.com/watch?v=8l77uLyPiIY,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,249,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Sergey Cheremisinov - Forgotten Stars - Back to Home ( music),Sergey Cheremisinov,qJNLOVrT61U,https://www.youtube.com/watch?v=qJNLOVrT61U,CC BY 4.0,https://www.cheremisinov.com/,202,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Alexandr Zhelanov - Ancient Temple FREE TO USE,Alexandr Zhelanov,HMCXXIUrjow,https://www.youtube.com/watch?v=HMCXXIUrjow,CC BY 3.0/4.0,https://soundcloud.com/alexandr-zhelanov,97,3,channel
B 탐험,B5_temple,탑/신전/고대유적,PANICPUMPKIN No.005 ほろびたおしろ,PANICPUMPKIN (みそか),hDLpCLt0Uks,https://www.youtube.com/watch?v=hDLpCLt0Uks,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,197,4,channel
B 탐험,B5_temple,탑/신전/고대유적,The Forgotten Forest,Eric Matyas (Soundimage.org),7k-ivvzqGwA,https://www.youtube.com/watch?v=7k-ivvzqGwA,Free with attribution,https://soundimage.org/,119,4,channel
B 탐험,B5_temple,탑/신전/고대유적,オーケストラ19 Burnt ruins,魔王魂 (森田交一),0M7wJkhhk-g,https://www.youtube.com/watch?v=0M7wJkhhk-g,Free with attribution (maou.audio terms),https://maou.audio/,121,4,channel
B 탐험,B5_temple,탑/신전/고대유적,ループ -神殿・宇宙・海底BGM by hitoshi /,Senses Circuit,2h36ShsAPV0,https://www.youtube.com/watch?v=2h36ShsAPV0,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,135,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Ancient Conflict | By Tim Beek,Tim Beek,Be0eqFQWxeo,https://www.youtube.com/watch?v=Be0eqFQWxeo,Free with attribution (timbeek.com),https://timbeek.com/,111,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Citadel One - Soundscape,TeknoAXE,W9-DYjOt14c,https://www.youtube.com/watch?v=W9-DYjOt14c,CC BY 4.0,https://teknoaxe.com/,296,4,channel
B 탐험,B5_temple,탑/신전/고대유적,Ancient Dragons: Frozen Sword Soundtrack,Darren Curtis,j4Cp9XXcXL4,https://www.youtube.com/watch?v=j4Cp9XXcXL4,Free with attribution,https://www.darrencurtismusic.com/,144,4,channel
B 탐험,B5_temple,탑/신전/고대유적,"Ancient Ruins & Jungle Adventure BGM ""Lost_Place6""",PeriTune,SWUthfq_zaU,https://www.youtube.com/watch?v=SWUthfq_zaU,CC BY 4.0,https://peritune.com/,403,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Soaring,Kevin MacLeod,y7RPOeP-7aI,https://www.youtube.com/watch?v=y7RPOeP-7aI,CC BY 4.0,https://incompetech.com/,380,5,incompetech
B 탐험,B6_vehicle,배/비공정/탈것,Meydän - Clouds | Ambient,Meydän,UpmhEt1i1oc,https://www.youtube.com/watch?v=UpmhEt1i1oc,CC BY 4.0,https://meydan.bandcamp.com/,375,5,channel
B 탐험,B6_vehicle,배/비공정/탈것,'Fore Sky' Uplifting Ambient Rock,Scott Buckley,uevsxl0aw3k,https://www.youtube.com/watch?v=uevsxl0aw3k,CC BY 4.0,https://www.scottbuckley.com.au/,323,5,channel
B 탐험,B6_vehicle,배/비공정/탈것,Wings and Wonders - Draconia OST - Ambient Fantasy Music,Vindsvept,9caXSs1VHJ0,https://www.youtube.com/watch?v=9caXSs1VHJ0,Free with attribution (non-commercial),https://vindsvept.bandcamp.com/,281,5,channel
B 탐험,B6_vehicle,배/비공정/탈것,Reaching the Sky (Long ) // Royalty Free Emotional Epic Piano Music,Alexander Nakarada,gFiKftNV_RY,https://www.youtube.com/watch?v=gFiKftNV_RY,CC BY 4.0,https://www.creatorchords.com/,254,5,channel
B 탐험,B6_vehicle,배/비공정/탈것,"Bittersweet Piano Beat ""Reaching For The Sky""",Darren Curtis,wMs6s7CxagI,https://www.youtube.com/watch?v=wMs6s7CxagI,Free with attribution,https://www.darrencurtismusic.com/,239,5,channel
B 탐험,B6_vehicle,배/비공정/탈것,Relaxing Japanese Music - Moonlit Sky,Derek & Brandon Fiechter,Xz1682aRiIE,https://www.youtube.com/watch?v=Xz1682aRiIE,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,233,5,channel
B 탐험,B6_vehicle,배/비공정/탈것,Head in the Clouds - Ambient/Background,TeknoAXE,jxx6HxfeXyk,https://www.youtube.com/watch?v=jxx6HxfeXyk,CC BY 4.0,https://teknoaxe.com/,228,5,channel
B 탐험,B6_vehicle,배/비공정/탈것,"The Maker's Eden, Act 3 - The Amber Clouds",Ben Burnes (Abstraction),NG5Jj8XAkAI,https://www.youtube.com/watch?v=NG5Jj8XAkAI,Free with attribution,https://abstractionmusic.com/,618,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Cinematic BGM in the Sky: 'Firmament 3,PeriTune,mzKBNfqPaZc,https://www.youtube.com/watch?v=mzKBNfqPaZc,CC BY 4.0,https://peritune.com/,554,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,No Man's Sky on the Radeon HD 7950 and Initial Thoughts,Trevor Lentz,EuIaENxQjLc,https://www.youtube.com/watch?v=EuIaENxQjLc,CC BY 3.0,https://opengameart.org/users/trevor-lentz,506,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,空っぽの箱-切ない・星空・虚無 by hitoshi /,Senses Circuit,92uECl6oY8g,https://www.youtube.com/watch?v=92uECl6oY8g,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,495,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Happy Little Clouds,Lee Rosevere,y2mYvhBIfwg,https://www.youtube.com/watch?v=y2mYvhBIfwg,CC BY 4.0,https://leerosevere.bandcamp.com/,492,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Monplaisir - The Sky is turning Red,Loyalty Freak Music / Komiku,ATyTbcWzq4w,https://www.youtube.com/watch?v=ATyTbcWzq4w,CC0,https://loyaltyfreakmusic.com/,397,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Sappheiros(ZRiS) & Avsten - Glide,Sappheiros,o58iXH-puzc,https://www.youtube.com/watch?v=o58iXH-puzc,CC BY 3.0,https://soundcloud.com/sappheirosmusic,355,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Push Clouds,Nihilore,nWLF-OV5FjI,https://www.youtube.com/watch?v=nWLF-OV5FjI,CC BY 4.0,https://www.nihilore.com/,333,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Kai Engel - Mist and Clouds - Music,Kai Engel,66ycHJNkH50,https://www.youtube.com/watch?v=66ycHJNkH50,CC BY 4.0,https://www.kai-engel.com/,299,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Alexandr Zhelanov - Immortal Flying Machine,Alexandr Zhelanov,yj0cy7PT5Wc,https://www.youtube.com/watch?v=yj0cy7PT5Wc,CC BY 3.0/4.0,https://soundcloud.com/alexandr-zhelanov,293,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Sergey Cheremisinov - Gateway - First Flight ( music),Sergey Cheremisinov,ld-HUH-G690,https://www.youtube.com/watch?v=ld-HUH-G690,CC BY 4.0,https://www.cheremisinov.com/,265,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,空が見えない日,DOVA-SYNDROME (official),5n7p98kiQ-8,https://www.youtube.com/watch?v=5n7p98kiQ-8,Free (DOVA-SYNDROME license),https://dova-s.jp/,263,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,♩♫ Epic and Dramatic Music ♪♬ - Flight Hymn (Copyright and Royalty Free),Ross Bugden,XCr0bsng60Y,https://www.youtube.com/watch?v=XCr0bsng60Y,Free with attribution,https://www.youtube.com/@RossBugden,250,4,channel
B 탐험,B6_vehicle,배/비공정/탈것,Flying Bed Room / Copyright,MusMus,ZLLn3FNyc5s,https://www.youtube.com/watch?v=ZLLn3FNyc5s,Free with attribution (musmus.main.jp),https://musmus.main.jp/,215,4,channel
